,User,Date Created,Number of Likes,Source of Tweet,Tweet
3484,DaddyZeal1,2022-12-23 05:59:37+00:00,2,Twitter for iPhone,"@Nizzy_dee @GRVlagos @GRVlagos2023 You know, if you really have a problem with this, you need to take it up directly with the candidate himself and people of your constituency. You make it seem like this is a tribal thing. After all, Yoruba and Igbo people become mayors and stuff in the US and Canada."
3485,Affiaemmanuele,2022-12-23 05:58:45+00:00,7,Twitter for Android,"@Nizzy_dee @GRVlagos @GRVlagos2023 Despite the fact that you claim to be OBIdient, this your opinion shows bigotry."
3486,CLOUDNii9,2022-12-23 05:58:34+00:00,1,Twitter for iPhone,@Chuc__kky @GRVlagos Have they even make use of the one they have judiciously ?
3487,timsuccess1,2022-12-23 05:57:41+00:00,0,Twitter for Android,@GRVlagos Word problem leading to quadratic equation. Someone should help out please.
3488,Damilovesbands,2022-12-23 05:57:36+00:00,0,Twitter for iPhone,"@richie_kegz @abisal21512 @GRVlagos Tell that to the universities who awarded me a first class, a distinction and soon a PHD."
3489,OgbuefiNnabugwu,2022-12-23 05:57:34+00:00,0,Twitter for Android,@GRVlagos You hv scattered the table oo
3490,Fabulous_4c,2022-12-23 05:57:31+00:00,4,Twitter for iPhone,@Nizzy_dee @GRVlagos @GRVlagos2023 You’re just so tribalistic. One he’s a Nigerian and the law supports him to vie for an election in any part of the country once he has lived in the place for over 10yrs or given birth to there so you can hung the transformer if it pain you too much bigot
3491,bjroyale,2022-12-23 05:57:29+00:00,36,Twitter for Android,@SavvyRinu @GRVlagos @nnamani19 Mediocrity is served to the hungry and ignorant people as zobo and moimoi. They eat same and shout hallelujah.
3492,Roodie77,2022-12-23 05:56:25+00:00,0,Twitter for iPhone,"@macbite89 @GRVlagos How come I see other candidates own ,Pdp own is everywhere"
3493,Eagles007440,2022-12-23 05:56:12+00:00,0,Twitter for Android,@GRVlagos I pause to ponder  😒
3494,HisMajesty_01,2022-12-23 05:55:44+00:00,2,Twitter for iPhone,"@GRVlagos And some people are celebrating mediocre, I pity Nigerians... The majority has been manipulated mentally and when govt one build an infrastructure which is a normal thing to do, they will start thanking and praising them🤦🏾‍♂️"
3495,Sparrowski_Nd,2022-12-23 05:55:23+00:00,0,Twitter for Android,@PetercleverOny3 @Nizzy_dee @tobehenry @GRVlagos @GRVlagos2023 Facts!
3496,UzoukwuNdidi,2022-12-23 05:55:00+00:00,0,Twitter Web App,@VionLp @funcysociopath @Nizzy_dee @GRVlagos @GRVlagos2023 Actually he is both a bigot and senseless.
3497,gerG___,2022-12-23 05:54:45+00:00,1,Twitter for Android,@SavvyRinu @GRVlagos @nnamani19 🥺
3498,cicontop,2022-12-23 05:54:31+00:00,83,Twitter for Android,"@GRVlagos In Nigeria, you can't constructively criticize mediocre leaders without being labelled a hater or ethnic bigot. And that is why we keep getting the kind of leaders we don't desire. Why would a rail line within a state take 20years to complete and where was the money borrowed"
3499,AkingboyeOluwa7,2022-12-23 05:54:21+00:00,2,Twitter for Android,@abisal21512 @GRVlagos Like you no get sense
3500,Fabulous_4c,2022-12-23 05:54:16+00:00,0,Twitter for iPhone,@v_comr @anewname758 @Nizzy_dee @bheehiive @GRVlagos @GRVlagos2023 Tribalistic fôôl. Anyone can come out for any post in Nigeria once he is a Nigerian and has lived in that place for about 10yrs or was given birth to there. It’s now left for the people of that place to decide if he’s capable and not a bigot like u.
3501,ObinnaObiorah1,2022-12-23 05:54:08+00:00,2,Twitter for Android,"@GRVlagos Let's be sincere, Lagos is not properly managed. Else,.will be competing with likes of Johannesburg and Dubai in infrastructural feats."
3502,macbite89,2022-12-23 05:54:04+00:00,2,Twitter for Android,@Roodie77 @GRVlagos Omo APC no allow any poster oo. Any where you go na just AOC poster person dey see
3503,Sparrowski_Nd,2022-12-23 05:53:14+00:00,0,Twitter for Android,@okparamichael9 @Nizzy_dee @Emydimking @tobehenry @GRVlagos @GRVlagos2023 Dey play just dey play. You yell for change in agony but you're afraid for the change to start from your family. Nice one bro
3504,fakeyeahmed,2022-12-23 05:52:01+00:00,0,Twitter for iPhone,"@Emydimking @Nizzy_dee @GRVlagos @GRVlagos2023 That guy is Igbo not Yoruba, his mum might be a Yoruba woman. Meanwhile, I hope to see other states emulate Lagos, the centre of excellence."
3505,adebadejo,2022-12-23 05:51:53+00:00,3,Twitter for Android,@GRVlagos Pele dear.
3506,SavvyRinu,2022-12-23 05:51:36+00:00,948,Twitter for iPhone,@GRVlagos @nnamani19 This is the conversation they want to avoid.
3507,SaleeSalees,2022-12-23 05:51:11+00:00,0,Twitter for Android,"@GRVlagos From the moment your mother pushed you out of her womb, how long did it take you to become a 20yr old??"
3508,Fabulous_4c,2022-12-23 05:50:47+00:00,1,Twitter for iPhone,"@OlamideGregory1 @Nizzy_dee @bheehiive @GRVlagos @GRVlagos2023 Don’t mind that fool, and we are even talking about a Nigerian, just that he’s not from Lagos but he forgot that once someone is born in another state or live there for about 10yrs in this con3, he is eligible to to vie for any post in that state."
3509,badmusadewale1,2022-12-23 05:49:24+00:00,0,Twitter for Android,@Emekagopara @GRVlagos Obviously cos of the terrain it is gonna gulp large chunk of the budget.
3510,sammirano,2022-12-23 05:48:50+00:00,0,Twitter for Android,@Nizzy_dee @GRVlagos @GRVlagos2023 If it offers any consolation know that he won't come close to second. Lagos is not on the table for miscreants and opportunist.
3511,NkaisoEdemenang,2022-12-23 05:48:41+00:00,1,Twitter for Android,"@dr_chinwendu @Nizzy_dee @Theophilus3Edeh @GRVlagos @GRVlagos2023 Gbagam!
I'm waiting for his☝️ reply on this your evidence (post)."
3512,Liongang5,2022-12-23 05:46:38+00:00,9,Twitter for Android,@Nizzy_dee @GRVlagos @GRVlagos2023 You are quite wrong. Have you tried living in the East all your life and contributing to it's development? Nigerians are participating in the political arena in Europe and America but when we got home primitive bigotry will not allow us to do the right thing
3513,imd1973,2022-12-23 05:45:08+00:00,3,Twitter for Android,"@anewname758 @Nizzy_dee @GRVlagos @GRVlagos2023 Check the history of Lagos governors, any candidate from a Yoruba-speaking state has the right to contest in Lagos state,  Jakande was originally from Kwara state, Tinubu is from  Osun state, and Ambode was originally from Ondo."
3514,Rasheed_n4bat,2022-12-23 05:44:22+00:00,3,Twitter for iPhone,@Nizzy_dee @tobehenry @GRVlagos @GRVlagos2023 Go Abuja and see katsina people taking up political positions wawa
3515,belloridwana,2022-12-23 05:44:06+00:00,2,Twitter for Android,"@GRVlagos Lol my brother you can do better you are comparing Djibouti with Lagos?
Let me just give you small assignment how much is cost of drilling bolehole in Lagos compare to Kaduna. 
Mob no dey get sense but on these app we have mob and intellectual, mob ll praise u"
3516,brownice_mikky,2022-12-23 05:43:41+00:00,0,Twitter for Android,@GRVlagos I think the best way to chase this clowns out of this app is to pour all their failures to their face
3517,OnkuMike,2022-12-23 05:43:39+00:00,24,Twitter for Android,"@wandeo @GRVlagos Wrong answer, kiddo
Tip: Your answer is supposed to be in kilometers"
3518,ChuGailx,2022-12-23 05:43:10+00:00,4,Twitter for iPhone,@wandeo @GRVlagos Anambra needed a rail?
3519,EzeAyoka,2022-12-23 05:41:30+00:00,2,Twitter for iPhone,@wandeo @GRVlagos You be benefitting from the corruption happening in Lagos.
3520,Zhyoncross,2022-12-23 05:41:07+00:00,0,Twitter for iPhone,@bsleeves007 @GRVlagos @Raldoh1 So federal money is different from state money ……oh my brother
3521,Njerio12,2022-12-23 05:40:41+00:00,0,Twitter for Android,@GRVlagos Boy you are making a mistake its took 40yrs. Abi before your mama was born.  Mofo
3522,papymiles,2022-12-23 05:40:18+00:00,0,Twitter for Android,"@GRVlagos And U go still enter ham oooo, oponu oshi"
3523,Tabby73120937,2022-12-23 05:40:03+00:00,3,Twitter for Android,@Roodie77 @GRVlagos I see his posters. But agbado boys tear most of them off.
3524,Sheggz01,2022-12-23 05:40:01+00:00,0,Twitter for Android,@emma_imediegwu @GRVlagos There is no low this politicians would go that you won't see one fxxlish person that's not even getting paid defend them
3525,Slheem2,2022-12-23 05:39:42+00:00,0,Twitter Web App,Rome was not built in a day. @GRVlagos keep up the momentum you will rule lagos.
3526,Sparrowski_Nd,2022-12-23 05:39:15+00:00,0,Twitter for Android,@jeffoprah @Nizzy_dee @chukwudi_unah @design_freek @GRVlagos @GRVlagos2023 @Nizzy_dee please we're still waiting for your response to this question.
3527,ObiYhwh,2022-12-23 05:38:00+00:00,1,Twitter for iPhone,@Nizzy_dee @Emydimking @FidelisOchili @GRVlagos @GRVlagos2023 @wallyadeyemo @ChukaUmunna Consider scenario of a grandson of @benmurraybruce who is stopped from vying 4 aLagos seat in 2030 -though his grandpa was born &amp; bred in Lagos since 1956 &amp; great-grandpa 1st settled in Lagos FCT 1920. Yet crude oil from their Niger delta lands was used 2build Lagos &amp; 🇳🇬 economy!
3528,Sheggz01,2022-12-23 05:37:59+00:00,3,Twitter for Android,"@kpuraAraba @GRVlagos Yes but they know nxgerians..we'll come up with atleast they did something,what If they don't do It"
3529,Emekagopara,2022-12-23 05:37:55+00:00,1,Twitter for Android,@badmusadewale1 @GRVlagos And the $1.2 billion ?
3530,bsleeves007,2022-12-23 05:37:43+00:00,0,Twitter for Android,@Chuc__kky @GRVlagos Things we read on this app ehn https://t.co/VwHoKRR5xb
3531,drippywrld2,2022-12-23 05:37:07+00:00,0,Twitter for Android,@drealjustndi @GRVlagos And people were still congratulating them for that work besides it's there job
3532,Sparrowski_Nd,2022-12-23 05:36:55+00:00,2,Twitter for Android,"@Nizzy_dee @chukwudi_unah @design_freek @GRVlagos @GRVlagos2023 It would have still be happening but people like you cut it short, making it look like a taboo in the eyes of their fellow tribesmen even when constitution backs it up. My two uncles were Administrative Governors both Adamawa and Lagos."
3533,Mikedmaker,2022-12-23 05:36:26+00:00,1,Twitter for Android,"@GRVlagos Nigerians don't really know what is right against,they are confused,politicians have dehumanised them with poverty so they have lose their sense of reasons and make them a slave by depriving them from what really belongs to them,shame on all the greedy and selfish Nigerians 🤔"
3534,justinogbonnah9,2022-12-23 05:35:46+00:00,1,Twitter for Android,@GRVlagos @GRVlagos the next governor of Lagos state 🙏
3535,bsleeves007,2022-12-23 05:35:43+00:00,0,Twitter for Android,"@GRVlagos @Raldoh1 Comparing federal projects in those countries to a state government project..
Ok.."
3536,tosinadeda,2022-12-23 05:35:13+00:00,116,Twitter for Android,@GRVlagos Ose analyst Isonu. https://t.co/DRxtvjOInm
3537,SalimAyofe,2022-12-23 05:34:31+00:00,10,Twitter Web App,@GRVlagos How much @PeterObi swallowed as allocations in 8 years of his ruling in Anambra how much did left behind and how much is standard gauge rail that he run away from providing for tax payers .. WE LOOK YOU BEYOND YOUR MOUTH AND CAP
3538,iruledworld1,2022-12-23 05:30:21+00:00,0,Twitter for Android,@wandeo @Yhormite01 @reaper_not_grim @GRVlagos Tinubu spell (enchantment) is working on you. You can't reason anymore. Except if you are direct beneficiary of this massive looting. If not Let's come together and fight bad leadership.
3539,XpertsConsult,2022-12-23 05:30:06+00:00,0,Twitter for Android,@sogules @GRVlagos Na real income gann ni
3540,moyespecial,2022-12-23 05:29:23+00:00,1,Twitter for Android,@drealjustndi @GRVlagos What's happening to Ghana today?
3541,anto_cita,2022-12-23 05:29:17+00:00,0,Twitter for iPhone,@drealjustndi @GRVlagos Do you know why you can construct a kilometre of road in Bayelsa and Kano at the same amount?
3542,Vinchynon,2022-12-23 05:28:41+00:00,0,Twitter for Android,@emma_imediegwu @GRVlagos You people will always look for ways to justify whatever they do. Which covid and inflation? Why did the Lagos state government take this long to complete the project? Have you thought of that?
3543,Sparrowski_Nd,2022-12-23 05:28:37+00:00,0,Twitter for Android,"@Nizzy_dee @GRVlagos @GRVlagos2023 It's a pity that you're Obidient but don't believe in a new Nigeria. Tribalism still has a place in your mind. Get it off your chest and go back to your constitutions, he's still acting under our constitution but bigotry beclouds you my G."
3544,thealabipeter,2022-12-23 05:28:31+00:00,0,Twitter for Android,@emma_imediegwu @GRVlagos That Ambode didn't try to continue the project
3545,OlamideGregory1,2022-12-23 05:28:19+00:00,4,Twitter for iPhone,@reaper_not_grim @wandeo @GRVlagos No dey answer this guy ..na usually clueless things him dey talk about
3546,OlamideGregory1,2022-12-23 05:27:18+00:00,6,Twitter for iPhone,@Nizzy_dee @bheehiive @GRVlagos @GRVlagos2023 But a Kenyan man became US first black president 🌚
3547,reaper_not_grim,2022-12-23 05:26:20+00:00,0,Twitter for Android,@Yhormite01 @wandeo @GRVlagos Notice how he can't say Peter Obi Stole money 😂At least he knows He's not a Thief
3548,SalimAyofe,2022-12-23 05:26:13+00:00,0,Twitter Web App,@GRVlagos Obi-tuary LAMBA 101
3549,OlamideGregory1,2022-12-23 05:26:02+00:00,1,Twitter for iPhone,"@jeffoprah @Nizzy_dee @chukwudi_unah @design_freek @GRVlagos @GRVlagos2023 When him talk 

Tell me"
3550,SalimAyofe,2022-12-23 05:25:01+00:00,0,Twitter Web App,@GRVlagos The hate and mumu mumu sef no allow you sleep... Dementia Dey worry honestly...
3551,Mrcells,2022-12-23 05:24:24+00:00,0,Twitter for iPhone,@Roodie77 @GRVlagos About this poster thing eh .. looks like you’re not informed 🤔
3552,KingOla_13667,2022-12-23 05:22:37+00:00,4,Twitter for iPhone,@abisal21512 @GRVlagos Call a spade a spade ..
3553,FolorunsoDayo2,2022-12-23 05:22:04+00:00,0,Twitter for Android,@GRVlagos Let us know how you want to implement your own policy bro.
3554,Yhormite01,2022-12-23 05:21:46+00:00,1,Twitter for iPhone,@reaper_not_grim @wandeo @GRVlagos Ask him about their Demi god who drove a bullion van to his house on election eve. Why hasn’t he be prosecuted by EFCC
3555,Damilovesbands,2022-12-23 05:21:28+00:00,0,Twitter for iPhone,"@ajeazi @GRVlagos If you’ve visited Delta, Rivers and Bayelsa states and did not consume their state governors with how they’ve utilized the 13% derivation from crude oil extraction you are only a hater and not serious! Lagos at least has some infrastructure"
3556,itz_Maitala,2022-12-23 05:20:40+00:00,0,Twitter for Android,@DannyI05900085 @GRVlagos So APC was in power 20yrs ago
3557,reaper_not_grim,2022-12-23 05:19:59+00:00,0,Twitter for Android,@Yhormite01 @wandeo @GRVlagos And Before Obi came The road were Really really bad he Completed Over 800KM OF ROADS AND THE ONLY THING MY GOOD MAN HAS BEEN ABLE TO ACCUSE OBI OF WAS INVESTING NOT FRAUD OR EMBEZZLEMENT OR TAKING ANAMBRA MONEY ABROAD
3558,ChiedoziemUdoka,2022-12-23 05:19:50+00:00,1,Twitter for Android,"@GRVlagos Lagosians should shine their eyes,Jide's second term is come and loot your turn,it will be worst than the last tenure of his principal that year.
Gbadebo remains the most vibrant and answer to Lagos.... Go and verify."
3559,Oluhill,2022-12-23 05:19:47+00:00,4,Twitter for Android,@Chuc__kky @CLOUDNii9 @GRVlagos Did anyone stop them from generating the revenue
3560,Yhormite01,2022-12-23 05:19:33+00:00,2,Twitter for iPhone,@reaper_not_grim @wandeo @GRVlagos How can you say someone should build intra state rail in Anambra😂😂 That’s why  governors are building Airports instead of schools and Hospital. Like the  Airport in Ekiti 😂😂
3561,jeffoprah,2022-12-23 05:19:08+00:00,1,Twitter for iPhone,@Nizzy_dee @chukwudi_unah @design_freek @GRVlagos @GRVlagos2023 Where is Tinubu from?
3562,Chuc__kky,2022-12-23 05:19:03+00:00,0,Twitter for Android,"@corbanstevee @GRVlagos It's pure wickedness and strong hold. This is how the Osun man is holding Lagosians captive. Unfortunately, they are not smart and strong minded enough."
3563,Damilovesbands,2022-12-23 05:18:48+00:00,5,Twitter for iPhone,@ensurewords @GRVlagos As long as everyone can see what rivers and delta state are doing with the billions more received from the federal government with a fraction of Lagos’a population and no tangible infrastructure. They will continue to appreciate the APC in Lagos!
3564,jeffoprah,2022-12-23 05:18:33+00:00,4,Twitter for iPhone,@Nizzy_dee @design_freek @GRVlagos @GRVlagos2023 Who is “we”? Do you think you’re more Lagosian than anybody here? Post me your birth certificate here and I’ll start taking you seriously.
3565,ahano_uba,2022-12-23 05:18:18+00:00,5,Twitter for Android,@Nizzy_dee @GRVlagos @GRVlagos2023 What stop you from contesting for that position? Again you should check if this guy was born and bred in Lagos if yes he is qualify to run for that office.
3566,Sugarboi65,2022-12-23 05:17:43+00:00,1,Twitter for Android,"@Nizzy_dee @GRVlagos @GRVlagos2023 Gosh Man🤦 You're too young for this kind of tribal thinking but it's ok since his tribe is a problem, then don't vote for him. I know alot of people won't take that kind of thing too. It's unfortunate but that's the kind of country we found ourselves"
3567,reaper_not_grim,2022-12-23 05:17:39+00:00,0,Twitter for Android,"@wandeo @Yhormite01 @GRVlagos Do you know how a Priority list works ? What is more important should be done first, Anambra has better Road Network Than Lagos State thanks to Obi his Successors and Start Rails"
3568,june_oye,2022-12-23 05:17:32+00:00,0,Twitter for iPhone,@Asian_Udo @drealjustndi @GRVlagos Very real. Passed through there several times .
3569,Yhormite01,2022-12-23 05:17:28+00:00,1,Twitter for iPhone,@wandeo @reaper_not_grim @GRVlagos So rail will automatically make economy to be improved. The only thing a state Govt can do is intra state rail which isn’t needed in Anambra inter city rail can have an impact on the economy and that’s outside his jurisdiction
3570,ObiYhwh,2022-12-23 05:17:06+00:00,1,Twitter for iPhone,"@Nizzy_dee @Emydimking @FidelisOchili @GRVlagos @GRVlagos2023 We, educated Nigerians, are quick to celebrate government service achievements of e.g. Nigerian origin @wallyadeyemo &amp; @ChukaUmunna in ‘white’ foreign countries but will quickly refuse citizenship rights to a fellow ‘black’ bro/sis in our ‘homestates’ without any sense of irony!"
3571,Chuc__kky,2022-12-23 05:17:04+00:00,0,Twitter for Android,@CLOUDNii9 @GRVlagos Give them the revenue of Lagos first let's see.
3572,Kingbest85,2022-12-23 05:16:56+00:00,0,Twitter for Android,"@GRVlagos Conversation we don't want to have... Make dem dey play. Fools saying Lagos is working, when even the blind knows it is not."
3573,Damilovesbands,2022-12-23 05:16:29+00:00,0,Twitter for iPhone,@Nizzy_dee @GRVlagos @GRVlagos2023 Igbo expansionist agenda!
3574,ulsherlan,2022-12-23 05:16:23+00:00,0,Twitter for iPhone,@GRVlagos All this talk and nothing will be different.
3575,badmusadewale1,2022-12-23 05:16:18+00:00,21,Twitter for Android,"@GRVlagos The hardest of the structure was constructed cos it passes over Lagos lagoon and swampy areas, the remaining tracks completion time will be faster if funding is available. The project was stalled during Ambode's regime too"
3576,Damilovesbands,2022-12-23 05:16:12+00:00,2,Twitter for iPhone,"@abisal21512 @GRVlagos It’s so annoying. They always complain about loaves but say nothing about the oil producing states and their 13% derivation. Lagos at least has some development, what do the other states have?"
3577,kizzye,2022-12-23 05:15:53+00:00,0,Twitter for Android,"@CasmirOlisakwe @GRVlagos The way Governors in your region steals. They looted the states Treasury to the extent that, you has the state citizen cannot point 👉 at a project carried out by them but you will never call them out. In Lagos we can point at different projects done."
3578,jeffoprah,2022-12-23 05:15:43+00:00,19,Twitter for iPhone,"@abisal21512 @GRVlagos Vivour is a proper Lagosian, can’t say same of you. That you see wrong and enable it tells me all I need to know of your kind."
3579,__shuggs,2022-12-23 05:15:41+00:00,18,Twitter for iPhone,@wandeo @GRVlagos They embezzle the bulk and throw the crumbs for you to feed on.. you’re happy with the crumbs of food like a headless chicken…. Lagos should be compared to the best cities in the world considering it’s history…. Be Wise
3580,reaper_not_grim,2022-12-23 05:15:24+00:00,1,Twitter for Android,@wandeo @Yhormite01 @GRVlagos This mass migration was the result of The Civil War igbos naturally are venture capitalist we love to travel we are everywhere doing our business
3581,Damilovesbands,2022-12-23 05:15:12+00:00,0,Twitter for iPhone,@GRVlagos Have you visited Delta state and rivers state. Those states receive more than Lagos. Why not criticize the leadership in those states and appreciate what Lagos has been able to do inspire. You will never win this election because your are a traitor and a bastard!
3582,reaper_not_grim,2022-12-23 05:14:10+00:00,0,Twitter for Android,"@wandeo @GRVlagos His Family owns the Company,he himself has no stake or shares or even sits on the board"
3583,wandeo,2022-12-23 05:11:52+00:00,0,Twitter Web App,@reaper_not_grim @GRVlagos Obi himself admitted that his family has shares in the company. WHY ARE YOU DENYING
3584,Damilovesbands,2022-12-23 05:11:12+00:00,0,Twitter for iPhone,"@mbgeke @Nizzy_dee @GRVlagos @GRVlagos2023 Chinwe, your family wild never allow a Yoruba man or woman hold political office in the south East. Sent thee capable Yoruba people on the south west. This is the expansionist agenda lagosians are beginning to sense and scares them from voting PO"
3585,reaper_not_grim,2022-12-23 05:10:41+00:00,0,Twitter for Android,"@wandeo @GRVlagos It's not his family business,understand this please,it's Still just a business and ANAMBRA STATE IS A SHAREHOLDER AND ONE OF THE OWNERS OF THAT BUSINESS THAT YIELDS RETURNS FOR THE STATE"
3586,wandeo,2022-12-23 05:10:34+00:00,0,Twitter Web App,"@Yhormite01 @reaper_not_grim @GRVlagos Ask your self why is the City Over Populated?? It is because of people that migrate from Anambra to Lagos in search of better lives. If Obi did rail and their economy improved, they would have stayed back. Anambra has over 5m population and you think they need no rails??? Okay"
3587,fishboneOladapo,2022-12-23 05:09:58+00:00,4,Twitter for iPhone,"@ABUMICDENT @GRVlagos A large number of Nigerians are not interested about facts concerning the underdevelopment of their country.
But are voraciously concerned about issues affecting the countries they want to japa!
 What an irony !They will never see the big picture!"
3588,uddyukpe,2022-12-23 05:08:37+00:00,1,Twitter for Android,@EliteQueenJ @GRVlagos Do they have Jagaban in Ethiopia
3589,Yhormite01,2022-12-23 05:08:15+00:00,1,Twitter for iPhone,@wandeo @reaper_not_grim @GRVlagos What exactly does Anamabra needs rail for what Anambra needs is good roads not rail. Do you even know why we need rail in Lagos? It’s because this city is over populated and we. Need alternative means of transportation to ease traffic. Anambra only needs good roads which he did
3590,wandeo,2022-12-23 05:07:45+00:00,0,Twitter Web App,@reaper_not_grim @GRVlagos But the Business is his family business. Why!!!! Thats an Abuse of office. Many others need capital to start their business!!!
3591,reaper_not_grim,2022-12-23 05:07:38+00:00,0,Twitter for Android,"@wandeo @GRVlagos There was someone Before soludo and that is Obiano,Borrowing and Borrowing would plunge you further into debt that's why pur currency value is so low"
3592,Ifecomumito,2022-12-23 05:07:15+00:00,4,Twitter for iPhone,"@Kingsleymtv @GRVlagos But the name governor will be written as Gov in his name …
Are you not madt like this?"
3593,reaper_not_grim,2022-12-23 05:06:17+00:00,0,Twitter for Android,"@wandeo @GRVlagos That also misinformation. He is not listed as an owner of the business,he has no shares in the ""said family business"" and the Business Yields Profit for the State, if not Efcc would have picked him up but because of the lobe they have for him I guess no"
3594,MabinuoriMayow1,2022-12-23 05:05:50+00:00,4,Twitter for Android,@abisal21512 @GRVlagos You're one of the enablers.
3595,corbanstevee,2022-12-23 05:05:17+00:00,2,Twitter Web App,"@Chuc__kky @GRVlagos I know for a common sense, handlers of Lagos are holding it's development down, slow and difficult cps they can dare to let it become a true mega city; they'll pay the price losing relevance...my opinion.
It is wickedness, in the real sense of it nothing new is happening..."
3596,wandeo,2022-12-23 05:04:26+00:00,0,Twitter Web App,@reaper_not_grim @GRVlagos We know he invested in his family business. that is an abuse of office!!!
3597,wandeo,2022-12-23 05:03:40+00:00,0,Twitter Web App,@reaper_not_grim @GRVlagos If you know anything about finance you wont say this. Today Soludo is borrowing N100b to build basic infrastructures Obi should have built
3598,Solacechime,2022-12-23 05:03:38+00:00,2,Twitter for Android,@Black_of_Lagos @GRVlagos You're not thinking straight
3599,wandeo,2022-12-23 05:02:28+00:00,0,Twitter Web App,"@reaper_not_grim @GRVlagos Yes The two should go parri passu.... Lagos is building roads, yet building Rails..."
3600,Roodie77,2022-12-23 05:01:50+00:00,1,Twitter for iPhone,"@chair12345678 @GRVlagos Travel than you maybe , you don’t have to speak for me"
3601,corbanstevee,2022-12-23 05:00:31+00:00,9,Twitter Web App,@drealjustndi @GRVlagos Funded by AFDB &amp; govt of Ghana...source of funding African owned organization; I don't have issues with Asia or European but it makes more sense to do African to develop Africa without Strings attached.
3602,DannyI05900085,2022-12-23 04:59:46+00:00,0,Twitter for Android,@GRVlagos APC FRAUD and corruption HQ
3603,ensurewords,2022-12-23 04:59:41+00:00,9,Twitter for Android,"@ojoojadedapo @GRVlagos Go and ask them, GRV is a lagosian and he knows Lagos is getting less from the IGR, and he want the best for his state. You who is a Yoruba and not a lagosian is fighting him"
3604,ajeazi,2022-12-23 04:59:20+00:00,1,Twitter for Android,"@GRVlagos Today we are celebrating the commissioning of the rail line, hence we are ignorant of how much that has been borrowed for this. With ur information,  how do I applaud the government for what ordinarily ought to be completed and under use."
3605,reaper_not_grim,2022-12-23 04:58:12+00:00,0,Twitter for Android,"@wandeo @GRVlagos You grow money before you spend it, he made investments from the state and left Huge sums in state accounts and no single allegation of fraud in his record can you imagine not drugs not embezzlement not a single thing"
3606,CLOUDNii9,2022-12-23 04:56:38+00:00,4,Twitter for iPhone,@Chuc__kky @GRVlagos I hope other governors too does theirs for election . At lease there will be something
3607,ObiYhwh,2022-12-23 04:56:36+00:00,1,Twitter for iPhone,"@Nizzy_dee @Emydimking @FidelisOchili @GRVlagos @GRVlagos2023 Unless this ‘indigenes’ issue is addressed constitutionally, it’s going to be an albatross on🇳🇬 nationhood &amp; progress. Who is an indigene &amp;Up to what generation? everyone migrated from somewhere!
E.g. I’m born at Onitsha but my greatgrandpa came from Kano, can I contest at Osha?"
3608,reaper_not_grim,2022-12-23 04:56:22+00:00,0,Twitter for Android,"@wandeo @GRVlagos But not plunging the state into further debt is an achieved,any governor can borrow money and salp thier names over project collect accolades and leave debts"
3609,feragamosqf,2022-12-23 04:55:07+00:00,3,Twitter for Android,@Kingsleymtv @GRVlagos But what he said was right if he is going to be the next governor he should start acting as one simple so people will see him as a serious condidate and you people should stop attacking people's opinion and take a Q from what he said and correct him self
3610,reaper_not_grim,2022-12-23 04:54:59+00:00,0,Twitter for Android,"@wandeo @GRVlagos Yes it will Tye conditions of Anambra State before he took over, building Rails before roads would be,putting the cart before the horse."
3611,corbanstevee,2022-12-23 04:54:55+00:00,1,Twitter Web App,@matindess @emma_imediegwu @GRVlagos Wa gbayi comrade
3612,Prof_jona,2022-12-23 04:54:51+00:00,1,Twitter for Android,"@michaelchuks911 @Adultulation @FEGnation @Nizzy_dee @chukwudi_unah @design_freek @GRVlagos @GRVlagos2023 He also tripled it down that it happened on recent time but only in a metropolis.

The guy really don't know what he is after, just running round."
3613,_igbalodeEngr,2022-12-23 04:54:48+00:00,0,Twitter for Android,"@GRVlagos The corruption on that project stinks and it still uncompleted.. still many things to unbundle, from the signaling to safety measures like the check-rail, guard rails for the elevated sections so as to prevent derailing and most importantly the 3rd rail since it's an EMU."
3614,chadu_gabriel,2022-12-23 04:54:04+00:00,2,Twitter for Android,"@GRVlagos If only you can visit delta state then you will appreciate Lagos state , pls stop this propaganda and join the progressive train you must not be enemy of good."
3615,corbanstevee,2022-12-23 04:53:45+00:00,1,Twitter Web App,"@OnkuOuwah @emma_imediegwu @GRVlagos On point. He's almost sounding like he's taking brief for the state government.

In d face of d fact without prejudice or subjectiveness...It took too long for whatever reason and the reason without doubt has corruption in its core.
Again, development in Lagos drags deliberately!"
3616,OlamideLeigh2,2022-12-23 04:52:08+00:00,0,Twitter for Android,@GRVlagos Bad belle...you can't even come 5th.Naanu oo
3617,wandeo,2022-12-23 04:51:40+00:00,0,Twitter Web App,@reaper_not_grim @GRVlagos Think of the Logistical advantage it will bring in connecting the Rural to urban areas.
3618,kizy_alex,2022-12-23 04:51:37+00:00,0,Twitter for iPhone,"@GRVlagos That’s why he protects Lagos with his life,if another party enters Lagos,the kind of grand corruption they will uncover,even tinubu might face the biggest disgrace and court sentence ever,you will know he is the biggest thief ever in Africa"
3619,wandeo,2022-12-23 04:50:50+00:00,3,Twitter Web App,@OnkuMike @GRVlagos It has been commissioned. Go and enter it!!
3620,reaper_not_grim,2022-12-23 04:50:33+00:00,0,Twitter for Android,@wandeo @GRVlagos Compared to the effect of Bad Roads on lives of people?
