,User,Date Created,Number of Likes,Source of Tweet,Tweet
2261,Jonatha08557978,2022-12-30 20:12:07+00:00,2,Twitter for Android,"@SafyBoss @DadAlexi @jidesanwoolu Mr mugu, so he must confirm he pays taxes to Lagos state before a question can be answered abi. See say your brain don expire. Using graphics as teaser since 2002. Mugus.
#EndSARS"
2262,iamDavemarz,2022-12-30 20:11:29+00:00,0,Twitter for iPhone,@Optimus_Mind @jidesanwoolu Lol
2263,DriplikeP,2022-12-30 20:11:13+00:00,0,Twitter for iPhone,@jidesanwoolu Lagos badagry express is still there finish it too 👍🏽
2264,onis2bishop,2022-12-30 20:11:08+00:00,0,Twitter for Android,"@Iyalla1 @TrafficChiefNG @jidesanwoolu @ARISEtv @channelstv @Gidi_Traffic @TheNationNews Joke on you it really shows the level of your understanding, so Tinubu that holds no political position will command army GOC, even Gov don't have power to command GOC."
2265,_0yinola,2022-12-30 20:11:05+00:00,0,Twitter for Android,@Abiolaaaaaaa @jidesanwoolu PPP - Public Private Partnership.
2266,indek1367,2022-12-30 20:10:53+00:00,0,Twitter for Android,@jidesanwoolu There should be the light rail embedded in the design my opinion
2267,official_juxkid,2022-12-30 20:10:46+00:00,2,Twitter for Android,"@errandrealtor @jidesanwoolu Can't even pick out one thing that you're saying. Were you trying to say ""impoverishing""? Gosh!"
2268,EmmanuelAni77,2022-12-30 20:10:09+00:00,0,Twitter for Android,"@Abiolaaaaaaa @jidesanwoolu P-rivate
P-artnership
P-articipation."
2269,Tunde_007,2022-12-30 20:10:00+00:00,0,Twitter for Android,@Abiolaaaaaaa @jidesanwoolu Public private partnership
2270,rosanwo_david,2022-12-30 20:09:48+00:00,0,Twitter for Android,@sedidesio @followlasg @jidesanwoolu @drobafemihamzat @gbenga_omo @ppplagos @hmokunola_ @fjaji 🤣🤣🤣 e shock you? 😁😁
2271,Jonatha08557978,2022-12-30 20:09:43+00:00,0,Twitter for Android,"@henryezeanya @jidesanwoolu They've conceptualized this project since 2001. Since then, Na only graphics Dem dey release as teaser every four years. #endsars"
2272,rosanwo_david,2022-12-30 20:08:52+00:00,0,Twitter for Android,@demola12 @followlasg @jidesanwoolu @drobafemihamzat @gbenga_omo @ppplagos @hmokunola_ @fjaji Louder comrade! Yeye construction company and govt. No respect for her citizen. Construction over 2yrs
2273,Affiaemmanuele,2022-12-30 20:08:35+00:00,0,Twitter for Android,"@Mr_JAGs @jidesanwoolu It's Tinubu's idea and it's going to be executed by Tinubu not @jidesanwoolu, Tinubu built Lagos, It's his project not the current governor or the next governor..."
2274,Lekzyd4,2022-12-30 20:08:25+00:00,0,Twitter for Android,"@EagleRye @jidesanwoolu Since you think you have a big mouth, I think I will make an example out of you. Get ready."
2275,olujohnson_81,2022-12-30 20:08:24+00:00,0,Twitter for Android,"@HeasslerO @Jenty_Of_Africa @jidesanwoolu I don't know, I smell hates in Ur tweet.
Do act as If u don't know Wats up."
2276,WeWowdered,2022-12-30 20:08:13+00:00,1,Twitter for Android,@Mekijr @jidesanwoolu 'Cringe on'
2277,Jonatha08557978,2022-12-30 20:06:44+00:00,1,Twitter for Android,"@jidesanwoolu Another election circle, another graphic design. as always, you all release fourth mainland bridge graphic designs as teaser on every election circle for past 22yrs. Mugu.
#endsars"
2278,Raph1444,2022-12-30 20:06:42+00:00,0,Twitter for Android,"@jidesanwoolu Mr. Gov., Tinubu's initiated it, right? Or is this your own initiation."
2279,hayzedofficial,2022-12-30 20:06:19+00:00,0,Twitter for Android,"@Iyalla1 @TrafficChiefNG @jidesanwoolu @ARISEtv @channelstv @Gidi_Traffic @TheNationNews You're dull. Tinubu, a private citizen can order Soldiers to shoot?"
2280,Lekzyd4,2022-12-30 20:06:10+00:00,0,Twitter for Android,"@EagleRye @jidesanwoolu Till you die, your linage will never be able to make what me and my family have been making financially. Use to money to help your useless parents."
2281,SeunAkintola7,2022-12-30 20:05:36+00:00,0,Twitter Web App,@gboyegaakosile @jidesanwoolu beautiful
2282,rosanwo_david,2022-12-30 20:05:27+00:00,0,Twitter for Android,@Philippi_ahead @jidesanwoolu 🙄🙄😏😏😏
2283,Natofidel5H,2022-12-30 20:05:18+00:00,0,Twitter for Android,"@jidesanwoolu Oga ade, are you sure? In this same country where government government promise and fail... The orile Road to badagry una never stil complete am incase you don't know is 12years down the line now nd stil remain the same, Amy God have mercy on you guys"
2284,_A_Champ,2022-12-30 20:04:53+00:00,0,Twitter for Android,@jidesanwoolu What a massive project this is
2285,EssienJoyEkong1,2022-12-30 20:04:50+00:00,0,Twitter for Android,@jidesanwoolu Hope say you go fit finish am before you commot for office oo cause na 2nd term you dey use style dey bid for so oo?😏
2286,sopssy12,2022-12-30 20:04:03+00:00,0,Twitter for iPhone,"@FarmInput @lagosagric1 @StoneMartin____ @jidesanwoolu @drobafemihamzat @Abi_Olusanya @Mr_JAGs @gbenga_omo @akinwale_cfi @FAONigeria @FAO Yes. Lagos has just commissioned a Blue rail line, did you complain that bus drivers and conductors would loose job as a result of that?No. So their job would evolve naturally!"
2287,Mallonaire,2022-12-30 20:03:57+00:00,0,Twitter for Android,@jidesanwoolu @jidesanwoolu pls sir do something about Cele to Jakande gate road all the way to Ejigbo down to ikotun pls. We spend 2-3 hours daily for a trip of 10mins.
2288,Malianpius25,2022-12-30 20:03:32+00:00,1,Twitter for Android,"@henryezeanya @jidesanwoolu I just don't understand why is that lagos badagry road is taking upto 2 decades ,even the some finished areas had gone bad,and the rest hopefully when it started raining  again"
2289,nenge01,2022-12-30 20:03:16+00:00,0,Twitter for iPhone,@jidesanwoolu How about a link bridge between Badagry and island?
2290,WeWowdered,2022-12-30 20:03:09+00:00,0,Twitter for Android,@Jah_meu @jidesanwoolu No 1week
2291,gbengajamez,2022-12-30 20:02:57+00:00,0,Twitter for Android,"@amundisputed @Mr_JAGs @jidesanwoolu Mr undisputed, don't kill yourself before time. You are extremely bittered and hatred has over shadowed you."
2292,horlamoore00,2022-12-30 20:02:53+00:00,1,Twitter for Android,@Change_YMP @jidesanwoolu How long did it take your state to complete intra city metro rail oh sorry i forgot your state don't even have brt
2293,rosanwo_david,2022-12-30 20:02:27+00:00,0,Twitter for Android,@lcc6duke @jidesanwoolu 🤣🤣🤣
2294,AgentGbenga,2022-12-30 20:02:25+00:00,0,Twitter for Android,@jidesanwoolu Triple Gbosa!!!!!!!!!. Your name will be forever engraved in the Sands of Time. Bravo Mr Achiever.
2295,IamIsaacEddie,2022-12-30 20:01:45+00:00,0,Twitter for iPhone,@jidesanwoolu Watch how some maggot will celebrate this as BAT achievement after 20 years
2296,Mostskillfull,2022-12-30 20:01:09+00:00,0,Twitter for Android,@jidesanwoolu You are loved sir. This is marvelous
2297,knowngnman,2022-12-30 20:00:28+00:00,0,Twitter for iPhone,@SucessTayo @jidesanwoolu I’ll feed you and your father with the crumbs from my table
2298,vinimowo,2022-12-30 20:00:23+00:00,0,Twitter for Android,"@jidesanwoolu Now tell us why Carter, Eko and Third mainland bridges had no tolls. Start building the tolls for them now so that you'll open new areas for your pockets"
2299,InsideMainland,2022-12-30 19:59:50+00:00,6,Twitter for Android,"Attention!

 Dear Governor @jidesanwoolu

The residents of Ikorodu humbly ask that you look into the despicable situation of Offin Oreta road, Igbogbo, Ikorodu.

The state of the road requires urgent attention as motorists and business owners find it difficult to commute."
2300,knowngnman,2022-12-30 19:59:49+00:00,0,Twitter for iPhone,@bidmos_bidmos1 @jidesanwoolu Yes!!! Criminals reaping from looters
2301,CVIZIER,2022-12-30 19:59:24+00:00,0,Twitter for Android,@followlasg @jidesanwoolu @drobafemihamzat @LagosMoj @gbenga_omo @hmokunola_ @fjaji @gboyegaakosile @PoliceNG @LagosPoliceNG @Mr_JAGs No remorse
2302,Seyilawhoho7,2022-12-30 19:58:43+00:00,14,Twitter for Android,"@jidesanwoolu Thank you Mr. Governor. It is however not a coincidence that all these capital intensive projects are being commissioned months to the next elections.
The metrics to measure your outputs on your KPI will be what you've done in the last 4 years and not the last 2 months."
2303,dare_shonubi,2022-12-30 19:58:35+00:00,13,Twitter for iPhone,@official_juxkid @jidesanwoolu Deserted ur state and turned urself into a monitoring spirit in Lagos.
2304,yusufah62797912,2022-12-30 19:57:38+00:00,0,Twitter Web App,@henryezeanya @jidesanwoolu Naysayer.
2305,RealFrancisO,2022-12-30 19:57:28+00:00,0,Twitter for Android,@jidesanwoolu @_screenshoter all
2306,somt0chii,2022-12-30 19:57:10+00:00,0,Twitter for iPhone,@SymplyWade @jidesanwoolu Jos
2307,Captain_milesE,2022-12-30 19:56:34+00:00,0,Twitter for iPhone,@jidesanwoolu @Lordoye1 We go use an campaign for 2047 when it’s within 40% completion.
2308,nodattorneys,2022-12-30 19:56:20+00:00,0,Twitter for Android,"@Deagalaxy3 @channelstv If you comprehended the statement well, you'll realise that @YCMaikyauSAN meant that Bolanle's death has awoken every Nigerian, not just the NBA. He mentioned the @jidesanwoolu, @MBuhari, the AGF &amp;all who condemned the killing&amp; said same attitude should apply to other injustice"
2309,jide_macaulay,2022-12-30 19:55:21+00:00,2,Twitter for Android,"@TheNationNews @BabajideFadoju @jidesanwoolu Yes o. There are still many unanswered questions about 20-10-2020 shootings.
From top to bottom, no clear lines have been provided to us."
2310,CHYQ_,2022-12-30 19:55:17+00:00,0,Twitter for Android,@Abiolaaaaaaa @jidesanwoolu Public private partnership.
2311,David69226382,2022-12-30 19:55:05+00:00,1,Twitter for Android,@AccScents @jidesanwoolu Na campaign things na....
2312,PatrickOgunbiyi,2022-12-30 19:54:57+00:00,0,Twitter for iPhone,"@jidesanwoolu History is made with ordinary bridge in 2022, you people no rate us at all, when countries are boasting of great inventories, 4MB fine it’s a good thing and we appreciate, they have been saying it from the time of #Obasanjo it’s not literally a new tune to our ear.."
2313,umarInjnr,2022-12-30 19:54:11+00:00,0,Twitter for iPhone,@BWLawal @Abiolaaaaaaa @jidesanwoolu Naija is a jokers
2314,Sexyjesy3,2022-12-30 19:53:50+00:00,0,Twitter for Android,"@jidesanwoolu This project is over due, thank God it has been remembered. 🙏🙏"
2315,henrynnamdi8,2022-12-30 19:52:58+00:00,1,Twitter for Android,"@TheNationNews @BabajideFadoju @jidesanwoolu Iro nla, what did he do. Apc newspaper"
2316,WeWowdered,2022-12-30 19:52:54+00:00,0,Twitter for Android,@Abiolaaaaaaa @jidesanwoolu Pastor Peter Pobi
2317,osmondy01,2022-12-30 19:52:35+00:00,0,Twitter for Android,@Christi16399768 @jidesanwoolu You obviously don't live in Lagos
2318,Otunba_Pumba1,2022-12-30 19:52:24+00:00,0,Twitter for iPhone,@jidesanwoolu Kudos to this improvement of ease of movement making properties appreciate in value that why I am with Apc and would always ensure the deliver on infrastructure and basic amenities to improve the lives of all and promote exportation. 🔥🔥🔥your real estate professional
2319,udie_ahead,2022-12-30 19:52:18+00:00,0,Twitter for Android,"Lagos successive Governors always take Lagos to a new dimension,think and do the unthinkables and the undoables in the eyes of their contemporaries that alone eventuated my desire for a made in Lagos President of Nigeria. @officialABAT @SaharaReporters @jidesanwoolu 4MB."
2320,Abdulqo09360606,2022-12-30 19:51:53+00:00,1,Twitter for Android,@dolawanle @jidesanwoolu What is Nigeria bar association doing about this issue?
2321,EASYSOURCELAGOS,2022-12-30 19:51:16+00:00,6,Twitter for Android,"@jidesanwoolu Would have believe this project only if it was @AkinwunmiAmbode that proposed it. That man built Oshodi bus terminals, delivers over 400 inter street roads within 4years. Just few i remember be that ooo. They hate him because he opened our eyes to their secrets of stealing."
2322,kukuyoku,2022-12-30 19:50:48+00:00,1,Twitter for Android,@Mr_JAGs @jidesanwoolu Audio project
2323,EastWestNorthS,2022-12-30 19:50:42+00:00,0,Twitter for Android,"@jidesanwoolu I pity the state pocket right now because next 2-4 coming Governors in the state will build this bridge.
Congratulations though"
2324,demolo7,2022-12-30 19:50:35+00:00,0,Twitter for Android,"@jidesanwoolu Jide I can bet meat in my dinner all this jamboree is merely for a 2nd term bid, you ain't gonner do nothing till leave office.

Kindly disappoint me!"
2325,Omoba40886013,2022-12-30 19:50:22+00:00,0,Twitter for Android,@JuwonOlaniyi32 @duce_official @jidesanwoolu No mind ham
2326,IamSteph131,2022-12-30 19:50:08+00:00,0,Twitter for Android,"@jidesanwoolu This information is not complete sir, when is the project commenting?
What's the duration of the project?
And finally what is the cost of the project?"
2327,Omoba40886013,2022-12-30 19:49:58+00:00,0,Twitter for Android,"@duce_official @djthuge @bossky_ @jidesanwoolu You want it done in 2 years... this is a massive projects and it will take time to get done, that's why continuity in a government is the best.."
2328,mister_YB,2022-12-30 19:49:46+00:00,0,Twitter for iPhone,@AccScents @jidesanwoolu 😂😂😂
2329,AlaoweiOyetade,2022-12-30 19:49:41+00:00,0,Twitter for Android,@Gorrillla_Unit @woye1 @jidesanwoolu I concur 💯
2330,Plato1904,2022-12-30 19:49:27+00:00,1,Twitter for iPhone,"@TheNationNews @BabajideFadoju @jidesanwoolu Hahahahaha 🤡 
African 🤡 show."
2331,SucessTayo,2022-12-30 19:49:22+00:00,0,Twitter for iPhone,@knowngnman @jidesanwoolu As i said early go feed ur hungry father first. 😹😹
2332,Tolumuntari,2022-12-30 19:49:07+00:00,0,Twitter for iPhone,@SafyBoss @DadAlexi @jidesanwoolu Lagosian pay taxes on public transportation via their t-fare
2333,Akmon10,2022-12-30 19:48:46+00:00,1,Twitter for Android,@HenryVanny @BWLawal @Abiolaaaaaaa @jidesanwoolu Elon must don collect his verification 😂😂😂
2334,_ajebutterbaby,2022-12-30 19:48:28+00:00,0,Twitter for iPhone,@jidesanwoolu There could be a thousand mainland bridges. Doesn’t solve or better anything. The probably in Lagos is sh!t roads and traffic patterns. Is the road system worked properly you wouldn’t need to build a 4th bridge.
2335,TheNationNews,2022-12-30 19:48:22+00:00,33,Twitter Web App,"Sanwo-Olu: Giant strides of a performer

Governor Babajide Sanwo-Olu has, without doubt, taken governance to a whole new level; this is not mere hearsay or an exaggerated statement. 

https://t.co/Nyzd8L1RwM @BabajideFadoju @jidesanwoolu https://t.co/DjWi2dSb2c"
2336,Es0sa_A,2022-12-30 19:48:08+00:00,0,Twitter for Android,@jidesanwoolu Pls when will the burnt part of Eko bridge be fixed and open for commute. It's almost a year and traffic on that route is terrible
2337,Iyalla1,2022-12-30 19:47:48+00:00,0,Twitter for Android,"Who gave the order at lekki tailgate?Tinubu
Why did he give the order?To make more money
His boy sanwo only did every cover up on CNN and arise but the panel exposed them.Say no to evil men. @jidesanwoolu where is the whitepaper?@ARISEtv @channelstv @Gidi_Traffic @TheNationNews"
2338,moses_a_lawal,2022-12-30 19:47:47+00:00,2,Twitter Web App,"@AdzC3o @gboyegaakosile @jidesanwoolu Did ""our people"" bid for it?"
2339,Akmon10,2022-12-30 19:47:43+00:00,3,Twitter for Android,"@HeasslerO @Emeritus_Tayo1 @blue_skye1 @Jenty_Of_Africa @jidesanwoolu You don't even need to answer that guy, there's no sense in his question"
2340,bidmos_bidmos1,2022-12-30 19:47:28+00:00,5,Twitter for iPhone,@knowngnman @jidesanwoolu Typical Peter obi supporter.... Children born out of anger ..... Oloriburuku omo ofo
2341,kenklot,2022-12-30 19:47:24+00:00,0,Twitter for Android,@jidesanwoolu How many proposed tollgate sir?
2342,ibukun_tayo,2022-12-30 19:47:21+00:00,0,Twitter for Android,@jidesanwoolu ❤️🇳🇬❤️
2343,iamolaralph,2022-12-30 19:47:07+00:00,11,Twitter for iPhone,@DadAlexi @jidesanwoolu The money generated via tolling will be used for the maintenance of the bridge
2344,demolo7,2022-12-30 19:46:47+00:00,4,Twitter for Android,@Adeniyi66 @jidesanwoolu @ruffydfire How a father like you still have no sense is baffling 😏
2345,DadAlexi,2022-12-30 19:46:37+00:00,3,Twitter for Android,"@SafyBoss @jidesanwoolu @GSLNigeria That part that states introduction of investors must also be clarified for the citizens. There is 1 major thing I love about Former Governor Fashola, the consistent education and carrying along of citizens helps the relationship between the govt and the people. I hope we see dat."
2346,obidiots_g,2022-12-30 19:45:36+00:00,0,Twitter for iPhone,@jidesanwoolu God bless you sir
2347,obidiots_g,2022-12-30 19:45:13+00:00,1,Twitter for iPhone,"@knowngnman @jidesanwoolu Sadist , like you papa"
2348,ByLawal,2022-12-30 19:45:06+00:00,0,Twitter for iPhone,@jidesanwoolu Great job. We trust and believe in your administration. May God Almighty reward your labor of love in Jesus name
2349,davids_ij,2022-12-30 19:44:55+00:00,0,Twitter for iPhone,@Abiolaaaaaaa @jidesanwoolu Public Private Partnership
2350,SanmiDoherty,2022-12-30 19:44:40+00:00,0,Twitter for Android,"@gboyegaakosile @jidesanwoolu Ameeen!!!!!thank God for Jide! jide!! jide!!!o ti lekun mo won, o fi kokoro pamo"
2351,obidiots_g,2022-12-30 19:44:31+00:00,0,Twitter for iPhone,@henryezeanya @jidesanwoolu Which do they do in your state ? Bitter soul
2352,abhulimhens,2022-12-30 19:44:25+00:00,0,Twitter for Android,@jidesanwoolu Oga u nor dey cum back again nor wyn us. Say bye bye to office
2353,ebonywhyte81,2022-12-30 19:44:23+00:00,0,Twitter for iPhone,@tosinrechel123 @IgweTitus @KemPatriot @officialABAT @jidesanwoolu @OfficialAPCNg Enikure…. https://t.co/om2JAylGwb
2354,sal4reel,2022-12-30 19:43:48+00:00,0,Twitter for iPhone,@Abiolaaaaaaa @jidesanwoolu Public private partnership.
2355,De_Moshood,2022-12-30 19:43:28+00:00,0,Twitter for Android,@amundisputed @Mr_JAGs @jidesanwoolu Oponu ayirada
2356,DadAlexi,2022-12-30 19:43:11+00:00,8,Twitter for Android,@SafyBoss @jidesanwoolu @GSLNigeria I completely understand your point and thank you for educating with facts (White hat). I hope and pray we get to a point where citizens will have access to financial reports of the state. This will help clarify doubts and misconceptions towards the government.
2357,C_CDon,2022-12-30 19:42:17+00:00,0,Twitter for Android,"@jidesanwoolu @BBoason Is it true that the bridge will be tolled for 40 long ass years by the contractor?
How much is the project fund, and how much is LASG committing?"
2358,garbadaru,2022-12-30 19:42:16+00:00,0,Twitter for Android,@jidesanwoolu Many lagosian will stil be very sad about this. But GOD pass them.
2359,CountryCallObey,2022-12-30 19:41:36+00:00,6,Twitter for Android,@jidesanwoolu I hope this project won't take more than 50 years before completion?
2360,garbadaru,2022-12-30 19:41:26+00:00,0,Twitter for Android,@jidesanwoolu GOD BLESS YOU SIR!!!
2361,ebonywhyte81,2022-12-30 19:41:19+00:00,0,Twitter for iPhone,"@tosinrechel123 @IgweTitus @KemPatriot @officialABAT @jidesanwoolu @OfficialAPCNg Werey , person wey be residence of the highest currency in europe with his family ? Lolz  our dog for here rich pass your family.. enikure sir 🖐🏾"
2362,SafyBoss,2022-12-30 19:40:07+00:00,7,Twitter for Android,@DadAlexi @jidesanwoolu @GSLNigeria You must also remember that not every state can attract such investors because the investors must be assured of their viability and safety of their investment.
2363,newmano22,2022-12-30 19:39:51+00:00,0,Twitter for Android,"@henryezeanya @jidesanwoolu Lol!
Follow the News very well!
We shall all celebrate this whenever itz completed."
2364,wolng,2022-12-30 19:39:48+00:00,0,Twitter for iPhone,@jidesanwoolu Well done my Gov
2365,itsmrpeng,2022-12-30 19:39:45+00:00,1,Twitter for iPhone,@jidesanwoolu @OFFICIALMRLARRY
2366,BWLawal,2022-12-30 19:39:26+00:00,0,Twitter for iPhone,@Mz_Tosyn @Abiolaaaaaaa @jidesanwoolu 🤣🤣🤣🤣🤣 I’m sorry
2367,iamsorfabulous,2022-12-30 19:39:02+00:00,0,Twitter for Android,@abdulrafiu06 @jidesanwoolu Do u even live in Lagos ...
2368,obidiots_g,2022-12-30 19:38:52+00:00,0,Twitter for iPhone,@DadAlexi @jidesanwoolu Go to school and learn or you can read up in a good book about PPP.
2369,SafyBoss,2022-12-30 19:38:49+00:00,4,Twitter for Android,@DadAlexi @jidesanwoolu @GSLNigeria One of the financial strategies to bring development to any state or country is the PPP approach whereby you are able to attract investors to use their money to provide the infrastructure and recoup their investment overtime.
2370,ebonywhyte81,2022-12-30 19:38:40+00:00,1,Twitter for iPhone,"@tosinrechel123 @IgweTitus @KemPatriot @officialABAT @jidesanwoolu @OfficialAPCNg Oloribu ni ee se, nah person wey fit feed you and your generation you dey curse , suffer no dey tire you ni ..eran"
2371,knowngnman,2022-12-30 19:37:34+00:00,0,Twitter for iPhone,@ObatundeOladapo @jidesanwoolu But my dad isn’t as useless as you when your biggest achievement is looking to peanuts from sanwoolu. Your stupid identity is right before me. Shouldn’t you be worried
2372,_YlNKA,2022-12-30 19:36:52+00:00,0,Twitter for iPhone,@jidesanwoolu 3 toll booths?? 😂😅
2373,SafyBoss,2022-12-30 19:36:43+00:00,2,Twitter for Android,@DadAlexi @jidesanwoolu @GSLNigeria It therefore becomes impracticable to finance a project of 4th mainland bridge magnitude ( $2.5b) without suspending every other sectors spending otherwise we'll have to wait forever to have that bridge.
2374,codshalom77,2022-12-30 19:36:03+00:00,4,Twitter for Android,"@jidesanwoolu @Mr_Pucca I am quite sure if we investigate the preferred bidder, there will be some indirect link to Bourdillon!"
2375,knowngnman,2022-12-30 19:35:57+00:00,0,Twitter for iPhone,@omonlaabiodun @ObatundeOladapo @jidesanwoolu Another bastard identified😂😂😂
2376,aoayoola,2022-12-30 19:35:18+00:00,1,Twitter Web App,@jidesanwoolu I think light rail should be imbibed into this project
2377,Hydrogenbull1,2022-12-30 19:35:10+00:00,0,Twitter for iPhone,@Abiolaaaaaaa @jidesanwoolu Puff puff pass
2378,ObatundeOladapo,2022-12-30 19:35:08+00:00,1,Twitter for iPhone,@knowngnman @jidesanwoolu You don’t want to bring your dad in but foolish you tried to bring mine! Keep your condolences. I’m sure I should be your dad’s age mate if I’m not even older than him. You come on social media thinking everyone is your mate. You guys invite curses to your heads for nothing.
2379,GeeSpykes,2022-12-30 19:35:07+00:00,1,Twitter for Android,@jidesanwoolu Abuleegba down to alakuko road. We need help Sir
2380,ucdapricha,2022-12-30 19:34:48+00:00,0,Twitter for Android,"@jidesanwoolu Ope ooooooo finally, didn't read anything about duration or whether it will be tolled"
2381,segeoflondon11,2022-12-30 19:34:29+00:00,0,Twitter for iPhone,@mohamme873 @jidesanwoolu A concerned citizen
2382,SymplyWade,2022-12-30 19:34:23+00:00,0,Twitter for iPhone,@jidesanwoolu Where this bridge go dey like this?
2383,ucdapricha,2022-12-30 19:34:19+00:00,0,Twitter for Android,@Abiolaaaaaaa @jidesanwoolu Public private partnership
2384,GeeSpykes,2022-12-30 19:34:05+00:00,3,Twitter for Android,@jidesanwoolu Please help us look into abuleegba to alakuko road.
2385,SafyBoss,2022-12-30 19:33:53+00:00,4,Twitter for Android,@DadAlexi @jidesanwoolu @GSLNigeria According to NBS tax revenue for Lagos is N1.08 trillion in 3 years. That's average of N350b yearly. From this same revenue govt will take care of other sectors and also pay salaries and pensions.
2386,Emeritus_Tayo1,2022-12-30 19:33:39+00:00,0,Twitter for Android,"@bolaji_femmy @blue_skye1 @honatoa @HeasslerO @Jenty_Of_Africa @jidesanwoolu As you don't know your father now, that 3 men claimed they are your father how do we want to deal with that. ÒMÒ ALE JATIJATI"
2387,hunclechristian,2022-12-30 19:33:05+00:00,0,Twitter for Android,@jidesanwoolu Nollywood was added to the group chat 😂
2388,mikeddynamite,2022-12-30 19:32:54+00:00,0,Twitter for Android,@jidesanwoolu The fear of GRV. We're coming. GRV is coming
2389,tfabusuyi,2022-12-30 19:32:44+00:00,1,Twitter for iPhone,"@jidesanwoolu My governor, this is the time to stop selling those lands in ajah environs and start planning high rise construction for residential and commercial purposes."
2390,gtstride,2022-12-30 19:32:37+00:00,2,Twitter Web App,@BWLawal @Abiolaaaaaaa @jidesanwoolu Private Public Partnership
2391,kelechi_okere,2022-12-30 19:32:35+00:00,4,Twitter for Android,@abdulrafiu06 @jidesanwoolu I totally concur. Alternative transportation should free up road networks and help us confirm if another bridge is absolutely necessary at this time or not. Thank you for highlighting this.
2392,abumichaeli,2022-12-30 19:32:07+00:00,0,Twitter for Android,@jidesanwoolu Lmao. Same proposal Ambode gave 7 years ago.
2393,blue_skye1,2022-12-30 19:31:56+00:00,0,Twitter for Android,@bolaji_femmy @honatoa @Emeritus_Tayo1 @HeasslerO @Jenty_Of_Africa @jidesanwoolu Still no answer??
2394,tinny_fetty,2022-12-30 19:31:52+00:00,1,Twitter for Android,@HeasslerO @jidesanwoolu What are you trying to do? Or you think Labour party Has a governor for Lagos state?
2395,kariq1200,2022-12-30 19:31:52+00:00,0,Twitter for Android,@Abiolaaaaaaa @jidesanwoolu I love that you asked what you didn't know and I am thrilled someone actually answered correctly. Don't mind the trolls they don't know anything and would continue to be ignorant.
2396,EkweoguLaw,2022-12-30 19:31:51+00:00,1,Twitter for Android,"@jidesanwoolu Why not finish the Lagos to Ojo Railway that was begun since 2006, first?"
2397,Christi16399768,2022-12-30 19:30:31+00:00,2,Twitter for iPhone,@YusscityAbiola @jidesanwoolu Abi ooo. They didn’t harass their governors that ate up their 13% share. Thank  God for Wike who exposed them.
2398,Big_Willoughby,2022-12-30 19:30:24+00:00,0,Twitter for iPhone,"@jidesanwoolu @olubenx10 So CCECC that builds flyovers that barely last the test of time, that collapses during heavy rainfall (ask people who live in Ikorodu) are the preferred bidders? Interesting!!!!!"
2399,mohamme873,2022-12-30 19:30:21+00:00,0,Twitter for Android,@segeoflondon11 @jidesanwoolu Who is this
2400,davey_2x,2022-12-30 19:29:55+00:00,0,Twitter for iPhone,@jidesanwoolu Your going for second term for sure.
2401,solardad81,2022-12-30 19:29:53+00:00,1,Twitter for iPhone,@kayode_william @Abiolaaaaaaa @jidesanwoolu Meaning you are going to be taxed and tolled 4eva by the investors through the govt
2402,ObatundeOladapo,2022-12-30 19:29:53+00:00,2,Twitter for iPhone,@omonlaabiodun @knowngnman @jidesanwoolu God bless you too. Omo irankiran ati omo aijoberi to nja epo s’aya ni boy yen. Emi lo fé máa we enu rirun e yen si l’ara.
2403,Ms_Blingberry1,2022-12-30 19:29:50+00:00,1,Twitter for Android,@BWLawal @Abiolaaaaaaa @jidesanwoolu Why evils? 😂
2404,PDAdedapo,2022-12-30 19:29:21+00:00,20,Twitter for Android,@jidesanwoolu I think the people should take clue from the 3rd mainland bridge. I can't see diversions and links here like 3rd mainland bridge Incase of emergency and other related issues. You need to involve traffic and emergency consultants before the final approval please.
2405,Emeritus_Tayo1,2022-12-30 19:29:19+00:00,0,Twitter for Android,@Rich_pips @blue_skye1 @HeasslerO @Jenty_Of_Africa @jidesanwoolu It is your destiny that is paralyze
2406,R2Rays,2022-12-30 19:28:50+00:00,0,Twitter for Android,@Abiolaaaaaaa @jidesanwoolu Public Private Partnership
2407,Hongshan_attack,2022-12-30 19:28:47+00:00,0,Twitter for iPhone,@jidesanwoolu Why am I seeing skyscrapers here ? Are you a fraud?
2408,omonlaabiodun,2022-12-30 19:28:29+00:00,1,Twitter for Android,"@ObatundeOladapo @knowngnman @jidesanwoolu Oroo leyengbo
Thanks for giving it to him"
2409,MBJsounds,2022-12-30 19:28:16+00:00,3,Twitter for Android,@Adeniyi66 @jidesanwoolu @ruffydfire At least no b baba blue build am
2410,Christi16399768,2022-12-30 19:28:06+00:00,0,Twitter for iPhone,@demola2009 @jidesanwoolu I believe the foreign firms and the local are working together on the project.
2411,omonlaabiodun,2022-12-30 19:27:47+00:00,2,Twitter for Android,"@ObatundeOladapo @knowngnman @jidesanwoolu Babaa thank you, you give him what he did not expect, May God bless you more🙏"
2412,RealCOASTMAN,2022-12-30 19:27:28+00:00,0,Twitter for iPhone,"For me the only way to decongest Lagos traffic burden is to improve on more light rails, like the blue rail you just commissioned. Introduce more cable cars around VI &amp; few other areas. Bridges are good, but support them with more Morden transport system. Well Done @jidesanwoolu"
2413,Lanredeola,2022-12-30 19:27:08+00:00,1,Twitter for iPhone,@jidesanwoolu This is good news
