,User,Date Created,Number of Likes,Source of Tweet,Tweet
114,OrofenK,2023-01-01 17:22:38+00:00,0,Twitter for Android,"@apc_lagos @chickfeeds @jidesanwoolu Babajide Sanwo-Olu, the Governor to be proud of in Nigeria.He combines decency with academic brainlance."
115,DemocratLagos,2023-01-01 17:21:32+00:00,4,Twitter for Android,"The convener @NYCNLagos01 Lekan Biliamin Oba and the APC Lagos Youth Leader, Dr Muritala Seriki paying attention to every details.

All for @jidesanwoolu 

#SanwoLekansi 
#SanwoAgain https://t.co/ogncRCwuKF"
116,idarajune,2023-01-01 17:19:47+00:00,0,Twitter for Android,"@cardinalstation @officialABAT @jidesanwoolu @Qdpaper2 @dayoisrael @BashirAhmaad @DOlusegun @realFFK @adamugarba @fkeyamo @woye1 @Omojuwa @jeffphilips1 So that enkod accomplice?

Yak ndi 🏃🏃🏃🏃"
117,DemocratLagos,2023-01-01 17:18:31+00:00,4,Twitter for Android,"The DG iCare Foundation sharing strategic approach to engaging electorate at the @DemocratLagos Youth Engagement Programme held at LCCI, Ikeja.

All for @jidesanwoolu https://t.co/kk93pR0y9W"
118,cardinalstation,2023-01-01 17:18:02+00:00,1,Twitter for iPhone,"@idarajune @officialABAT @jidesanwoolu @Qdpaper2 @dayoisrael @BashirAhmaad @DOlusegun @realFFK @adamugarba @fkeyamo @woye1 @Omojuwa @jeffphilips1 Lol 😂😂 Kpong mi yak ooo. If I bring the money now, you get request make I flex you nah 😜"
119,afolabimicheals,2023-01-01 17:12:19+00:00,0,Twitter for Android,"@followlasg @jidesanwoolu @drobafemihamzat @gbenga_omo @hmokunola_ @gboyegaakosile @fjaji @Mr_JAGs Happy New year 
Please your excellency sir
Can you bring back this two life changing programme under the previous Administration
Codelagos
and ReadySetwork (LASU)
Pleaseeeeeeee sir."
120,OrofenK,2023-01-01 17:09:36+00:00,0,Twitter for Android,"@jidesanwoolu Babajide Sanwo-Olu, the Governor of Lagos State , you have  developed Lagos state,as l have said you were a blessing to Lagos state.If you are giving One more term in office, the state would become one of the best to emulate in terms of infrastructural development."
121,YorubaBoy__,2023-01-01 17:03:14+00:00,0,Twitter for iPhone,@LagosMepb @jidesanwoolu @LagosSDGInvest This is good
122,idarajune,2023-01-01 16:58:12+00:00,1,Twitter for Android,@cardinalstation @officialABAT @jidesanwoolu @Qdpaper2 @dayoisrael @BashirAhmaad @DOlusegun @realFFK @adamugarba @fkeyamo @woye1 @Omojuwa @jeffphilips1 Loool...innor 😅
123,laoluojed,2023-01-01 16:56:23+00:00,1,Twitter for Android,"This is 2023, Wakeup.

LASG GOV .@jidesanwoolu recently unveiled the State's devt plan for another 30years or so. Lagos is deliberate, not because it ever hosted the colonialists but VISION.

End.

#copygreatness
#copylagos
#lagosmasterplan 
#Welcome2023
#lagosblueline https://t.co/ngld34ZGxZ"
124,folaspicy,2023-01-01 16:45:35+00:00,0,Twitter for Android,Cc @Mr_JAGs &amp; @jidesanwoolu @LSPWC_Official
125,oreagbaakeem,2023-01-01 16:44:09+00:00,0,Twitter for Android,@Abi_Olusanya @jidesanwoolu @bosyopsofficial Wish u same ma
126,akinolafusi,2023-01-01 16:36:14+00:00,2,Twitter for Android,@Mr_JAGs @jidesanwoolu @ppplagos @olumide_sogunle @Riddwane @gboyegaakosile @gbenga_omo @LASGWorks @ramadeyo @OlusesanDaini Greatest of the Greatest of the Greatest of the GREATER LAGOS RISING gbosa!!!!!
127,RichardDike6,2023-01-01 16:18:50+00:00,0,Twitter Web App,"@GovWike , @IAOkowa,@jidesanwoolu @RotimiAkeredolu ...act fast before our water ways will given to miyetti Allah or fulani settlers"
128,jaydboss1,2023-01-01 16:10:21+00:00,0,Twitter for Android,@followlasg @jidesanwoolu @drobafemihamzat @gbenga_omo @ppplagos @hmokunola_ @fjaji This bridge has been talked about since 1999 it's now over 20+ years nothing..
129,daddymimmy,2023-01-01 16:09:49+00:00,0,Twitter for Android,"@jidesanwoolu We have a brick layer in my street, sir,  I promise he can construct the 4th mainland very well, try him. Happy new year sir"
130,jaydboss1,2023-01-01 16:08:13+00:00,0,Twitter for Android,@followlasg @jidesanwoolu @drobafemihamzat @gbenga_omo @ppplagos @hmokunola_ @fjaji The reason they chose them isn't far fetched.. it's called scratch my back and I will scratch yours... They are helping them loot Lagos money.. go and verify the cost spent on building Lagos rail versus some other built in other country you will understand
131,anufemeki40,2023-01-01 16:04:38+00:00,0,Twitter for Android,"@iyalojatinubu @jidesanwoolu @officialABAT @dayoisrael @tsg2023 @lionheart1759 @CTVpolitics @woye1 @instablog9ja @KashimSM 72 yea old Iyaloja that her father Thiefnubu is 70 years old 😂 

Thanksgiving of thieves !"
132,daddymimmy,2023-01-01 16:02:56+00:00,0,Twitter for Android,"@LASGWorks @jidesanwoolu @drobafemihamzat @followlasg @Mr_JAGs @gbenga_omo You guys shld go and fix jakande gate isolo. That road is hell, save people of Nigeria, save people of lagos, save people of jakande/ejigbo/ikotun. Let enjoy ur guys for once"
133,IhejirikaEmma12,2023-01-01 15:57:33+00:00,0,Twitter for Android,"@ilojemie @LeonardoOkojie @jidesanwoolu First of all bro, happy new year and welcome to 2023. It's not out of ignorance bro. The economy of Lagos as a state is bigger than that of Ghana as a country. No doubts about it. That doesn't change the fact if other governors want to work, the wouldn't work."
134,suleiman_qasim,2023-01-01 15:57:32+00:00,1,Twitter for Android,"@segilolaa @attah_awulu @jidesanwoolu 8yrs of naanu, no achievement lyk this.."
135,lovinglylovelyy,2023-01-01 15:56:33+00:00,1,Twitter for Android,@Mr_JAGs @jidesanwoolu @ppplagos @olumide_sogunle @Riddwane @gboyegaakosile @gbenga_omo @LASGWorks @ramadeyo @OlusesanDaini These are things I love to see✌️ Eko onibaje! This is my Lagos 😋
136,kennyadewole,2023-01-01 15:54:14+00:00,2,Twitter for Android,https://t.co/DkvYksO8ly @PoliceNG @Princemoye1 @jidesanwoolu @BenHundeyin @TheNigerianVoic
137,Mustyinc5,2023-01-01 15:50:38+00:00,0,Twitter for Android,@EbongDi @followlasg @jidesanwoolu @NigeriaGov May be that his record was tainted by assuming responsibility as a minister during the Abacha junta.
138,kimszyOfficial,2023-01-01 15:39:37+00:00,0,Twitter for Android,@Abiolaaaaaaa @jidesanwoolu It is called Public and private partnership.
139,ccountryboy1,2023-01-01 15:33:19+00:00,0,Twitter for Android,@TrafficChiefNG @soguns2 @ITVisor @followlastma @jidesanwoolu is deaf regarding any issues relating to lastma. But when  an ugly incident comes up with this agency he will now come and do eye service. Now that uu will cal dem to order u dey throway face. Continue
140,osasairen0,2023-01-01 15:31:11+00:00,0,Twitter for iPhone,@FlamzespotNg @endsarsbot_ @jidesanwoolu 👎
141,Daice9ja,2023-01-01 15:21:09+00:00,0,Twitter for Android,@LagosMepb @jidesanwoolu @LagosSDGInvest Massive W
142,OmidinaS,2023-01-01 15:18:07+00:00,1,Twitter for Android,@jidesanwoolu Baba mo deserves nkan odun as a good city boy🫶🇳🇬
143,All4Bat23,2023-01-01 15:15:54+00:00,0,Twitter for iPhone,"@officialABAT 
@jidesanwoolu https://t.co/e1l57Q7y1k"
144,OrofenK,2023-01-01 15:13:44+00:00,0,Twitter for Android,@TheNationNews @BabajideFadoju @jidesanwoolu Governor Babajide Sanwo-Olu is a blessing to Lagos state.Its kind is rare nowadays among the NIGERIAN politicians.
145,OfonzeGozie,2023-01-01 15:08:40+00:00,1,Twitter for Android,@Oreoluwa_Finnih @jidesanwoolu @drobafemihamzat @JokeSanwoolu @ProfAkinAbayomi @SamuelEgube @jag_baba @gboyegaakosile @LSMOH @LagosPHCB @rotimifinnih Happy New Year
146,frizzybeatz,2023-01-01 15:05:14+00:00,0,Twitter for Android,@LagosMepb @jidesanwoolu @LagosSDGInvest Great win for Lagos
147,ALLANGREEN4,2023-01-01 14:58:31+00:00,0,Twitter for Android,"It will make Guinness world record of corruption.
Tinubu is fantastically ""Evil"" corrupt.@jidesanwoolu @officialABAT @tundefashola @AkinwunmiAmbode and  all the governors after him till the date will be prosecuted for corruption."
148,Kingsle33516611,2023-01-01 14:58:14+00:00,0,Twitter for Android,@ayemojubar @jidesanwoolu please watch this video.
149,SuleiKola,2023-01-01 14:57:35+00:00,1,Twitter for Android,"@AjoseGaniat @iyalojatinubu @jidesanwoolu @officialABAT MashaAllah, Babajide Sanwoolunism deserved Prayers for Striving with might and main to better the lots of citizens and inhabitants of Lagos state.truly! Sanwoolunism has done what Napoleon Bonaparte couldn't do."
150,ccountryboy1,2023-01-01 14:54:23+00:00,0,Twitter for Android,@LagosValuation @jidesanwoolu @drobafemihamzat @hmokunola_ @gbenga_omo Who know una? Abeg go rest
151,official_juxkid,2023-01-01 14:53:12+00:00,0,Twitter for Android,"@Clems71477270 @OlabisiOlaniran @jidesanwoolu I have been in great shock since yesterday dealing with tribalistic bigots and benefactors of the bad governance we're trying to kick out. If you hear some of them, you'll loose appetite for food or anything for that matter"
152,iamAAAkinsete,2023-01-01 14:53:03+00:00,2,Twitter for Android,Our amiable Leader Hon Moruf Akinderu-Fatai. Hon Commissioner For Housing Saying Happy New Year to all Lagosians @jidesanwoolu @drobafemihamzat @APCchairman @officialABAT @gboyegaakosile @akinmaf @followlasg https://t.co/PkmlKRnDL1
153,Clems71477270,2023-01-01 14:48:47+00:00,0,Twitter for Android,"@official_juxkid @OlabisiOlaniran @jidesanwoolu It's really perplexing that there are so many ignorant young people in this country. The old ones may be understandable but these young ones, I really can't explain it. In an information age where they can see how things are done elsewhere but they choose primordial sentiments"
154,ekundayo_dami1,2023-01-01 14:47:29+00:00,0,Twitter for Android,"@akinwale_cfi @bosyopsofficial Ride on Mr Governor @jidesanwoolu
#GreaterLagosRising
#SpiritOfLagos

Much love https://t.co/gx0qkz9gwo"
155,bunmite123,2023-01-01 14:45:22+00:00,0,Twitter for Android,"@jidesanwoolu Baba olowo tin San olowo olu olowo, happy new year sir."
156,official_juxkid,2023-01-01 14:44:16+00:00,0,Twitter for Android,"@factfactos @furySava @jidesanwoolu I'm sure by the way you sound, you're one of those rat poison sellers in Lagos. Firstly, you're not a real lagosians and secondly, you're not even a registered rat poison seller. You're as fake as agbado master"
157,official_juxkid,2023-01-01 14:40:57+00:00,0,Twitter for Android,@Clems71477270 @OlabisiOlaniran @jidesanwoolu They don't know this. They feel they're the owners of Lagos whereas as a tax payer you have equal right even in other developed countries. Look at Osun and see the rot that Gov Adeleke is flushing out in less than a month in office. Imagine Lagos in a different leadership
158,AjoseGaniat,2023-01-01 14:37:04+00:00,1,Twitter for Android,@Oreoluwa_Finnih @jidesanwoolu @drobafemihamzat @JokeSanwoolu @ProfAkinAbayomi @SamuelEgube @jag_baba @gboyegaakosile @LSMOH @LagosPHCB @rotimifinnih Happiest Prosperity New Year ma 🥂⚘️
159,official_juxkid,2023-01-01 14:36:35+00:00,0,Twitter for Android,@Ketura16647548 @jidesanwoolu 🤣🤣🤣 truth dey bite you for body abi? Keep it coming imp
160,official_juxkid,2023-01-01 14:35:27+00:00,0,Twitter for Android,@furySava @factfactos @jidesanwoolu They don't travel. They depend on the crumbs that Tinubu share to Dem because they're his touts. The real builders of Lagos are the people that come to set up businesses. Funny is these crazy folks are not real lagosians ffs
161,Ayodeji31827010,2023-01-01 14:34:07+00:00,0,Twitter for Android,"@akerele_s @scarfizal @jidesanwoolu @KemPatriot You are the one giving them recognition, he should move to Ekiti his state of origin and experience what his mate is experiencing. Leave him alone and move on, their brains would be reset into factory settings after February ending. We all know how it started."
162,official_juxkid,2023-01-01 14:32:56+00:00,0,Twitter for Android,@furySava @factfactos @jidesanwoolu I'm in shock at this agbados evaluation of Lagos. Lagos that was built by non lagosians
163,AjisonLtd,2023-01-01 14:23:03+00:00,1,Twitter for iPhone,@Oreoluwa_Finnih @jidesanwoolu @drobafemihamzat @JokeSanwoolu @ProfAkinAbayomi @SamuelEgube @jag_baba @gboyegaakosile @LSMOH @LagosPHCB @rotimifinnih Happy new year ma.
164,DaramolaWest,2023-01-01 14:21:39+00:00,0,Twitter for iPhone,@jidesanwoolu 🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡
165,Highcurrent171,2023-01-01 14:19:37+00:00,0,Twitter for Android,"@jidesanwoolu Compliment of the season sir and happy new year...

Oke Micheal Olajide,onigbogbo chairman Lagos state, late Francis babatunde oke.... greeting you more money this year sir..."
166,knowngnman,2023-01-01 14:14:43+00:00,0,Twitter for iPhone,@omonlaabiodun @ObatundeOladapo @jidesanwoolu Don of a cock sucker 😂😂
167,Lekanmumasob,2023-01-01 14:05:10+00:00,0,Twitter for Android,@jidesanwoolu Happy new year our dearest Governor........2023 is the year of *RENEWED HOPE*
168,TheresaTekenah,2023-01-01 13:58:44+00:00,1,Twitter for iPhone,@Oreoluwa_Finnih @jidesanwoolu @drobafemihamzat @JokeSanwoolu @ProfAkinAbayomi @SamuelEgube @jag_baba @gboyegaakosile @LSMOH @LagosPHCB @rotimifinnih Happy new year!
169,MusaMD81,2023-01-01 13:58:24+00:00,0,Twitter for Android,@Adebayor18 @Makuachukwu4Ada @OvieNews @officialABAT @femigbaja @Qdpaper2 @jidesanwoolu @tosino52 @MBuhari @HauwaAllahbura In sha Allah wa bi'izinillah(amin).🤲
170,OhjaySignature,2023-01-01 13:58:23+00:00,7,Twitter for iPhone,"Happy new year 2023!
A GREATER year to continue and sustain the GREATER Lagos Agenda of @jidesanwoolu 
Blessings!"
171,Adebayor18,2023-01-01 13:49:02+00:00,48,Twitter for Android,"@Makuachukwu4Ada @OvieNews @officialABAT @femigbaja 💥On the 25th of next month, @officialABAT shall be elected the next President of Nigeria by the grace of God Almighty👏👊💖

@Adebayor18 

@Qdpaper2 @jidesanwoolu @tosino52 @MBuhari @HauwaAllahbura https://t.co/1e8tFsZyE7"
172,Adebayor18,2023-01-01 13:48:40+00:00,18,Twitter for Android,"@DejiAdesogan @OvieNews 💥On the 25th of next month, @officialABAT shall be elected the next President of Nigeria by the grace of God Almighty👏👊💖

@Adebayor18 

@Qdpaper2 @jidesanwoolu @tosino52 @MBuhari @HauwaAllahbura https://t.co/yMJne9xh8W"
173,DAVIDGIDEONJ,2023-01-01 13:46:00+00:00,0,Twitter for Android,"@jidesanwoolu You have done well Babajide, I, the landlord is allowing you to stay again. Your rent renewal request is accepted. But please leave my house after this extra 4years okay? Oya, take the keys to the apartment once again. Congratulations..."
174,Adebayor18,2023-01-01 13:44:30+00:00,27,Twitter for Android,"@femigbaja @OvieNews 💥On the 25th of next month, @officialABAT shall be elected the next President of Nigeria by the grace of God Almighty👏👊💖

@Adebayor18 

@Qdpaper2 @jidesanwoolu @tosino52 @MBuhari @HauwaAllahbura https://t.co/8BoZHI5Hr2"
175,CaxtonJP,2023-01-01 13:34:16+00:00,0,Twitter for Android,@jidesanwoolu The Gov @jidesanwoolu i wish you and yours same . I personally will hold you to your promise of acting in speed as we strategy to solve problems in a state with 20m population should not be same as a that of a  lower population. Happier new year Boss. Cheers
176,iamchibuzorogbu,2023-01-01 13:32:46+00:00,0,Twitter for iPhone,"@jidesanwoolu One more curious thing though, why every time we intend to embark on a project we run to either China, Germany, Brazil etc… are our engineers that incompetent? How do you spread wealth without local engagement and putting our own trained scholars to work? No trust"
177,adedapoajiboye1,2023-01-01 13:31:42+00:00,1,Twitter for iPhone,@Mr_JAGs @jidesanwoolu @ppplagos @olumide_sogunle @Riddwane @gboyegaakosile @gbenga_omo @LASGWorks @ramadeyo @OlusesanDaini This plan was put up by Lord Lugard and I must confess when Pets enters he go start and completely complete.
178,ElebeHycinth,2023-01-01 13:22:27+00:00,0,Twitter for Android,"@jidesanwoolu Happy new year Mr governor ,you are the best"
179,O_ladotun,2023-01-01 13:21:25+00:00,0,Twitter for Android,@ibroxyl @jidesanwoolu Jide is a Christian
180,iamchibuzorogbu,2023-01-01 13:17:50+00:00,0,Twitter for iPhone,"@jidesanwoolu If the third mainland was done by your APC vice, perhaps all the entry points will be tolled."
181,iamchibuzorogbu,2023-01-01 13:16:56+00:00,0,Twitter for iPhone,@jidesanwoolu Kill the toll and better yet invest more on the maritime routes to reduce the road burden… with all the grid locks in Lagos and the nightmare caused by the Lekki tollgate it’s amazing to introduce yet another. I can just picture the third mainland having tollgates at every inch
182,iamchibuzorogbu,2023-01-01 13:14:13+00:00,0,Twitter for iPhone,@jidesanwoolu Ah ok @jidesanwoolu kill the toll gates . What’s the deal with every small kilometre road you guys introduce a toll gate. If governments of the past decided to make a toll for each bridge or road done we probably will call Lagos a prison.
183,iamchibuzorogbu,2023-01-01 13:07:09+00:00,1,Twitter for iPhone,@Jah_meu @jidesanwoolu 3 years for a 13km road… bro I feel you trying to be modest sha… everything sup be like rocket science for Naija
184,Adamth_M,2023-01-01 13:04:51+00:00,0,Twitter for Android,"@akinwale_cfi @NITDANigeria @ekititrends @jidesanwoolu @lagosagric1 This is very great achievement, wish you more wins come in this year"
185,ibroxyl,2023-01-01 13:01:45+00:00,0,Twitter for Android,Where's @jidesanwoolu
186,JamesofBadagry,2023-01-01 12:54:45+00:00,0,Twitter for iPhone,@jidesanwoolu @Mr_JAGs Happy new year star Governor
187,akinwale_cfi,2023-01-01 12:52:01+00:00,19,Twitter for Android,"@jidesanwoolu has taken the toughest decisions to build a 37km bridge &amp; reaching a financial closure on its construction is an achievement, amongst other game changing initiatives that have  commenced such as Africa's largest food logistics park #SpiritOfLagos 
3/3 https://t.co/XEAr2zrLrY"
188,akinwale_cfi,2023-01-01 12:51:48+00:00,24,Twitter for Android,"Week 1: #ReasonWhyILOVESanWoOlu 
As a young Lagosian, I know that Leadership is tough and the consistency Lagos has witnessed in the last 23years has seen it ranked amongst the fastest growing cities in the world today. 

The fact that Mr Gov @jidesanwoolu completed..
1/2 https://t.co/kqlF9TeVTQ"
